beach_name,water_temperature,air_temperature,turbidity,wave_height,rainfall,ph,dissolved_oxygen,conductivity,bacteria_count,water_quality_status
Coral Point,25.05,27.71,11.02,0.39,15.31,7.62,8.52,40174.35,224.41,Unsafe
Coral Point,24.77,23.88,4.42,0.6,2.94,7.75,6.19,51743.23,89.94,Safe
North Beach,27.4,31.1,1.76,0.46,1.16,7.31,7.96,48063.45,14.52,Safe
Palm Coast,23.45,24.18,3.46,0.37,0.8,7.34,6.4,42470.34,68.25,Safe
Coral Point,25.56,21.99,4.86,0.71,0.19,7.77,7.8,31410.14,88.76,Safe
Silver Shore,23.59,30.17,4.17,0.42,6.44,8.43,7.77,44236.0,58.86,Safe
Blue Bay,25.06,30.94,1.45,0.65,2.68,7.95,5.54,46537.54,81.72,Safe
Silver Shore,21.67,24.82,4.8,0.06,8.87,8.04,7.05,24095.61,119.22,Safe
Palm Coast,14.24,17.93,7.07,0.61,2.84,7.53,7.52,43637.15,134.75,Moderate Risk
Silver Shore,23.46,29.69,1.17,0.42,2.13,7.39,6.68,39291.5,70.05,Safe
North Beach,29.69,33.36,1.3,1.43,8.41,7.33,7.58,40564.45,126.53,Safe
Palm Coast,27.7,33.42,2.03,0.11,26.42,7.43,8.17,36102.02,138.77,Safe
Blue Bay,27.86,29.97,2.86,0.57,15.03,6.88,7.16,41036.77,129.18,Safe
North Beach,28.94,35.88,5.87,0.99,8.53,7.35,7.47,51047.95,120.66,Moderate Risk
Palm Coast,24.35,28.32,7.02,0.47,13.85,7.4,8.86,39098.41,133.26,Moderate Risk
Blue Bay,24.79,28.37,1.69,0.41,7.77,7.54,7.77,48276.23,130.8,Safe
North Beach,21.53,20.72,3.88,0.98,9.93,7.65,7.44,36758.85,49.85,Safe
North Beach,22.74,26.6,6.83,0.78,8.28,7.73,6.05,46931.92,169.35,Moderate Risk
Palm Coast,26.46,26.97,12.07,0.82,11.67,7.59,8.01,42010.76,176.4,Unsafe
Coral Point,28.82,29.9,3.86,0.37,2.66,7.4,7.6,44288.16,59.21,Safe
North Beach,23.44,24.0,4.01,0.33,13.18,6.91,8.74,42046.5,131.01,Safe
North Beach,22.2,22.0,4.44,0.65,1.31,7.4,7.26,46170.56,38.95,Safe
Blue Bay,24.0,33.38,2.64,1.04,6.01,7.26,5.02,25310.7,69.42,Safe
Silver Shore,26.4,33.4,3.65,0.14,5.17,7.76,5.16,32771.14,58.2,Safe
Palm Coast,18.22,26.99,0.47,0.49,0.05,7.92,8.08,44711.02,40.43,Safe
Palm Coast,14.82,14.15,2.11,0.34,3.02,7.93,6.52,28717.0,42.32,Safe
Coral Point,21.8,25.01,4.75,0.54,8.18,7.86,7.72,38551.23,171.28,Moderate Risk
Coral Point,19.12,18.24,1.61,0.92,3.11,7.55,7.34,41646.78,139.51,Safe
Palm Coast,21.97,22.88,5.96,0.25,16.62,7.42,7.0,36617.09,78.8,Moderate Risk
Coral Point,23.41,23.65,0.68,0.85,6.46,7.34,7.08,37504.85,97.34,Safe
Blue Bay,22.19,28.91,5.81,0.38,4.03,7.07,6.16,43765.28,137.89,Moderate Risk
Palm Coast,29.81,31.62,5.8,1.17,13.24,7.95,7.18,48560.42,172.17,Moderate Risk
Coral Point,25.31,31.51,12.21,0.26,3.41,7.54,6.5,35770.08,138.12,Moderate Risk
Palm Coast,25.2,30.01,2.56,1.03,1.47,7.16,6.75,38262.12,73.09,Safe
Silver Shore,26.49,36.4,3.36,0.15,8.74,7.31,6.81,37246.8,71.59,Safe
North Beach,19.44,18.01,8.72,0.61,1.13,7.3,6.93,26261.03,113.65,Moderate Risk
Palm Coast,28.16,34.93,8.01,0.86,3.17,7.62,8.31,42921.13,90.99,Moderate Risk
North Beach,23.7,30.14,6.54,0.27,5.46,7.97,7.04,48075.67,113.26,Moderate Risk
Coral Point,26.68,26.76,4.27,0.35,3.98,7.48,8.43,48608.18,40.75,Safe
North Beach,19.71,25.73,8.56,0.54,42.44,6.81,9.05,36340.02,259.1,Unsafe
Palm Coast,17.78,21.79,14.95,0.41,7.84,7.53,8.23,33863.96,159.75,Unsafe
Silver Shore,27.27,29.59,5.06,0.32,4.71,7.55,7.84,42140.44,109.59,Safe
Coral Point,25.51,26.03,3.48,1.0,2.75,7.52,7.59,47390.28,69.84,Safe
Palm Coast,20.39,21.23,5.47,1.25,7.24,7.38,8.24,43006.53,141.53,Moderate Risk
Coral Point,20.52,29.67,3.82,1.2,13.69,7.68,7.31,43880.48,175.4,Moderate Risk
Blue Bay,28.5,31.5,2.73,0.75,0.63,7.62,8.38,49421.9,130.94,Safe
North Beach,19.24,24.59,5.98,0.83,7.07,7.59,7.94,37195.61,39.34,Safe
Blue Bay,30.57,31.2,2.28,0.23,4.44,7.74,6.77,40570.19,45.5,Safe
Palm Coast,20.4,21.06,4.99,0.5,10.37,7.45,8.28,52624.94,113.54,Safe
Silver Shore,26.55,32.8,0.85,0.58,5.52,7.43,7.31,40720.73,87.91,Safe
Coral Point,22.69,21.64,9.55,0.67,8.08,8.08,7.07,33762.31,102.65,Moderate Risk
North Beach,26.41,28.17,1.8,0.66,23.21,7.8,6.63,37649.19,107.56,Safe
Coral Point,21.82,24.93,1.03,0.54,10.66,7.89,7.4,35901.83,94.8,Safe
Palm Coast,23.35,26.68,7.84,0.75,3.96,8.03,8.4,44321.56,135.4,Moderate Risk
Coral Point,24.16,26.63,8.79,0.64,1.75,7.78,8.27,36176.34,144.69,Moderate Risk
North Beach,19.99,24.18,4.21,0.63,4.45,7.92,7.62,43761.72,114.98,Safe
Palm Coast,26.96,32.04,3.13,0.28,5.99,7.05,7.92,37215.58,100.53,Safe
Coral Point,21.95,27.15,2.61,0.18,6.01,7.67,8.73,28198.04,88.86,Safe
Silver Shore,23.09,23.13,4.05,0.67,0.86,7.54,7.02,43993.03,88.4,Safe
Palm Coast,20.02,22.17,3.26,0.37,5.84,8.19,5.86,42965.01,114.1,Safe
Palm Coast,13.75,20.33,2.98,0.3,18.08,7.92,8.76,45365.43,50.21,Safe
Silver Shore,23.24,28.92,1.64,0.87,5.64,7.38,6.56,37625.58,138.76,Safe
Blue Bay,33.65,32.53,1.26,0.51,3.53,7.73,6.37,36932.96,1.0,Safe
North Beach,27.14,31.19,3.58,1.38,9.97,7.66,5.04,44609.53,88.21,Moderate Risk
Blue Bay,23.92,20.99,3.97,0.81,4.55,7.76,7.89,51873.63,92.76,Safe
Coral Point,22.95,26.09,1.89,0.27,4.92,7.24,5.25,42072.59,97.05,Safe
Silver Shore,24.09,32.78,2.11,0.88,13.24,7.73,6.3,44759.8,10.07,Safe
Blue Bay,26.19,26.34,3.96,0.72,1.93,7.52,7.91,39909.68,89.2,Safe
Palm Coast,19.28,19.77,1.6,0.26,11.49,7.7,8.07,31966.4,120.88,Safe
Coral Point,28.46,33.75,6.71,0.33,0.79,7.35,6.42,48288.29,138.83,Moderate Risk
Coral Point,26.86,25.23,4.85,0.85,25.24,7.4,7.04,47904.69,155.43,Moderate Risk
Blue Bay,26.87,27.97,1.87,0.08,2.0,8.01,6.15,46620.03,49.59,Safe
Blue Bay,25.75,30.54,4.69,0.05,5.76,7.23,6.54,40817.35,76.08,Safe
Silver Shore,24.08,25.18,1.64,0.61,15.89,7.26,7.52,45880.86,100.93,Safe
North Beach,26.69,28.98,5.82,0.57,0.83,7.58,6.6,47809.45,64.32,Safe
Blue Bay,26.37,31.6,1.69,0.65,3.12,7.33,6.91,52531.03,41.4,Safe
Blue Bay,22.58,26.85,3.09,0.57,10.75,7.29,5.44,48425.42,124.83,Moderate Risk
Palm Coast,21.71,25.51,3.74,0.74,0.43,7.64,8.56,42414.84,88.02,Safe
Coral Point,24.41,26.39,8.7,1.26,8.24,7.07,7.81,33496.35,181.31,Moderate Risk
North Beach,30.2,34.31,1.79,0.53,7.21,7.25,8.15,43011.78,92.68,Safe
Palm Coast,19.04,21.67,1.73,0.12,1.0,8.32,8.75,43667.75,80.83,Safe
Silver Shore,18.13,22.5,0.9,0.07,25.26,7.76,6.21,46608.69,160.99,Safe
Silver Shore,24.66,26.17,10.37,0.4,5.42,7.34,6.77,50800.3,92.92,Moderate Risk
Blue Bay,24.2,26.66,3.45,0.41,3.66,7.75,4.93,41381.52,55.86,Safe
Blue Bay,24.69,24.72,6.82,0.15,1.42,7.8,10.97,55656.42,95.78,Safe
Silver Shore,24.98,27.87,2.14,0.05,1.76,7.95,7.02,30564.63,60.36,Safe
Blue Bay,23.11,23.67,2.3,0.37,23.1,7.56,8.45,44725.72,117.5,Safe
North Beach,29.96,29.62,3.25,1.66,5.75,7.94,5.71,36809.62,145.55,Moderate Risk
Blue Bay,17.6,21.37,3.32,0.72,13.4,6.89,8.4,29603.06,192.65,Moderate Risk
Coral Point,20.69,24.32,5.34,0.67,2.89,7.23,9.43,40688.47,111.45,Safe
Blue Bay,23.59,28.94,3.52,0.46,20.59,7.66,7.13,32528.38,147.94,Moderate Risk
Palm Coast,17.43,19.13,2.53,0.4,3.13,7.72,5.99,40950.72,105.24,Safe
North Beach,23.3,27.52,10.49,0.77,1.62,7.28,7.03,42226.0,83.56,Moderate Risk
Palm Coast,30.65,35.3,1.62,0.17,7.87,7.69,4.53,49270.52,80.39,Safe
Palm Coast,24.08,28.42,1.79,1.96,0.79,7.38,7.15,32200.7,123.41,Safe
Coral Point,24.92,25.45,1.64,0.18,0.53,7.5,8.19,47904.89,32.36,Safe
North Beach,18.96,22.41,5.48,0.83,18.01,7.96,7.16,42637.52,117.43,Moderate Risk
North Beach,21.53,25.63,4.59,0.2,2.3,7.92,6.86,48687.52,81.21,Safe
North Beach,22.5,25.52,2.98,0.58,9.24,7.25,7.83,39193.62,101.66,Safe
North Beach,22.73,19.47,1.57,0.89,23.79,7.23,7.92,33340.41,114.26,Safe
North Beach,29.13,32.61,3.73,0.1,5.56,7.46,5.21,34086.25,162.58,Moderate Risk
Coral Point,26.23,35.87,5.99,0.22,8.96,7.59,7.31,33603.25,106.67,Moderate Risk
Blue Bay,19.55,21.47,8.93,0.24,0.52,7.37,10.12,45105.79,81.08,Safe
Palm Coast,24.99,25.8,2.07,0.42,2.05,7.96,5.6,51599.99,64.95,Safe
North Beach,25.99,30.11,2.98,0.64,20.36,7.72,7.1,38327.82,174.36,Moderate Risk
Blue Bay,28.56,32.5,4.56,1.68,3.69,7.74,9.53,46089.38,119.43,Moderate Risk
Blue Bay,30.32,36.9,2.51,0.33,1.04,7.16,8.53,32097.63,83.98,Safe
Palm Coast,19.94,19.17,1.05,1.61,8.56,8.01,6.58,43172.09,71.97,Safe
Coral Point,20.76,25.95,2.99,0.7,15.85,6.61,7.45,46345.66,180.42,Moderate Risk
Silver Shore,18.97,23.74,1.18,0.18,3.15,7.89,7.2,32587.19,79.12,Safe
Silver Shore,23.06,25.64,6.33,0.46,8.58,7.93,6.3,40674.76,166.16,Moderate Risk
Blue Bay,25.87,29.88,2.66,0.13,11.78,7.45,7.11,46653.46,114.08,Safe
Palm Coast,27.95,34.04,3.21,0.4,4.4,8.05,6.86,22930.49,114.87,Safe
Silver Shore,23.7,29.31,1.83,0.37,3.76,7.58,7.34,50680.44,40.47,Safe
Blue Bay,22.72,22.29,3.3,0.59,23.11,7.62,6.3,44298.92,136.76,Moderate Risk
Coral Point,24.61,30.07,7.59,0.83,1.18,7.72,5.67,46658.73,169.31,Moderate Risk
Silver Shore,20.66,23.47,6.79,0.49,6.06,8.72,7.15,39317.32,180.17,Moderate Risk
Blue Bay,32.36,35.58,1.35,0.2,4.79,8.07,9.26,30802.3,26.83,Safe
Blue Bay,17.57,20.79,0.13,1.38,4.76,7.85,7.3,45471.41,85.87,Safe
North Beach,24.74,27.29,3.01,1.76,11.23,7.28,6.8,41463.16,116.78,Moderate Risk
Coral Point,32.09,38.67,2.68,0.45,9.14,7.65,8.1,42208.75,73.94,Safe
North Beach,24.03,26.78,2.55,0.68,7.04,7.32,7.01,49069.45,104.03,Safe
Palm Coast,23.24,22.88,2.18,0.43,0.54,7.89,9.44,46953.42,104.16,Safe
North Beach,22.57,24.39,1.32,0.6,1.84,7.65,7.2,54488.04,79.66,Safe
North Beach,23.28,26.81,12.74,0.62,4.09,7.21,8.04,43000.05,163.53,Unsafe
Silver Shore,29.49,36.18,10.36,0.15,5.84,7.63,6.29,37507.12,168.88,Moderate Risk
Blue Bay,15.15,19.96,2.47,0.4,20.16,7.3,7.8,40775.29,120.44,Safe
Coral Point,30.13,30.58,3.69,1.1,5.69,7.65,7.53,44701.81,121.77,Safe
North Beach,18.3,28.76,6.41,1.03,10.77,7.3,7.13,48603.07,196.74,Moderate Risk
Coral Point,22.93,26.73,3.68,0.4,4.98,7.61,6.6,32464.28,19.48,Safe
North Beach,22.28,29.11,2.32,0.63,10.02,7.86,6.43,42055.49,129.2,Safe
Palm Coast,26.35,28.9,1.06,0.42,5.37,7.58,7.54,52462.02,16.58,Safe
North Beach,17.61,22.21,3.39,0.85,1.47,7.46,7.95,40438.64,128.82,Safe
Silver Shore,25.85,31.37,1.19,0.1,8.92,7.67,7.05,48051.58,55.51,Safe
Blue Bay,32.1,38.75,7.26,0.77,8.13,7.84,7.54,45205.26,99.26,Moderate Risk
Palm Coast,18.55,24.72,3.28,1.44,0.83,7.21,7.15,48213.09,117.64,Safe
North Beach,24.76,30.38,4.81,0.28,4.98,7.69,7.32,36736.56,113.04,Safe
Coral Point,21.35,23.41,2.62,1.31,4.93,8.06,6.96,36764.89,63.88,Safe
Palm Coast,25.7,26.99,5.84,0.65,2.76,7.8,7.22,42131.77,64.87,Safe
Palm Coast,24.08,28.07,2.03,0.49,1.35,7.62,10.44,32040.56,60.2,Safe
North Beach,21.43,27.23,4.13,0.39,6.62,7.82,7.57,40246.69,59.61,Safe
Palm Coast,25.95,28.28,2.54,1.34,18.64,7.76,7.97,43643.7,108.24,Moderate Risk
Coral Point,31.22,37.41,2.84,0.42,9.67,7.86,7.73,53600.13,105.13,Safe
Palm Coast,23.24,30.59,6.35,1.59,0.66,6.89,6.88,44617.67,89.3,Moderate Risk
Coral Point,26.88,27.13,1.82,1.47,17.49,7.06,8.75,46063.99,152.25,Moderate Risk
North Beach,18.83,19.32,4.33,0.35,15.5,7.95,6.85,49569.09,185.03,Moderate Risk
Blue Bay,20.17,22.75,7.82,0.45,2.96,7.07,8.47,35729.73,118.34,Moderate Risk
Palm Coast,25.89,29.81,6.2,0.06,0.74,7.74,6.8,40926.96,99.06,Safe
Blue Bay,29.94,31.36,2.08,0.51,3.1,7.48,6.05,57765.18,143.99,Safe
Coral Point,25.42,32.48,4.74,0.56,3.36,7.25,7.64,41485.71,57.53,Safe
Palm Coast,22.75,27.02,0.68,1.18,0.84,7.72,5.87,49256.8,106.98,Safe
Silver Shore,24.0,27.12,6.49,1.52,6.52,7.67,7.84,48264.3,180.53,Moderate Risk
Blue Bay,19.0,17.69,14.92,0.91,2.15,8.34,5.77,32392.26,222.87,Unsafe
Palm Coast,26.42,25.47,4.16,1.12,1.13,7.38,6.82,44018.12,141.57,Moderate Risk
Blue Bay,27.53,31.37,8.07,0.45,4.0,8.1,5.48,42953.86,139.12,Moderate Risk
Palm Coast,22.19,18.79,1.02,0.16,18.22,7.72,10.59,44144.73,88.63,Safe
North Beach,22.12,28.16,1.45,0.65,11.37,7.37,5.22,37098.27,136.78,Safe
Blue Bay,25.06,27.59,2.61,1.17,7.81,7.88,7.21,34740.02,145.76,Moderate Risk
Silver Shore,22.25,34.98,2.99,0.05,2.98,7.8,8.57,38905.93,111.6,Safe
Silver Shore,23.74,33.66,4.18,0.58,0.86,7.61,8.44,41364.33,87.48,Safe
Coral Point,32.4,34.85,2.09,0.26,1.39,7.69,8.22,49702.4,38.16,Safe
Palm Coast,23.01,25.69,3.72,0.6,10.8,7.39,6.82,53812.52,122.62,Moderate Risk
Blue Bay,22.57,28.55,6.34,1.54,2.13,7.31,8.82,51077.89,160.04,Moderate Risk
Coral Point,21.41,29.52,4.73,0.53,5.99,7.87,8.3,47591.2,143.38,Moderate Risk
Blue Bay,26.98,25.06,2.55,0.87,7.9,7.52,7.45,35471.79,85.34,Safe
Palm Coast,23.28,20.92,5.53,0.65,0.6,7.57,7.49,39342.17,109.56,Safe
Silver Shore,21.4,22.54,2.46,0.28,5.22,7.7,6.84,43364.52,34.07,Safe
North Beach,29.29,34.03,3.57,0.75,7.31,7.69,6.11,37889.15,139.98,Moderate Risk
Silver Shore,29.68,34.17,6.13,0.16,22.06,7.1,8.68,45751.84,140.63,Moderate Risk
Coral Point,21.6,27.81,2.93,0.53,5.89,8.05,8.77,46683.16,118.37,Safe
North Beach,16.53,15.93,1.18,1.32,10.36,7.64,6.14,45485.89,64.4,Safe
Coral Point,28.03,24.08,3.5,0.61,3.05,7.53,7.02,48663.37,123.98,Safe
Palm Coast,21.26,26.84,6.17,0.65,12.64,7.75,7.03,36120.16,156.45,Moderate Risk
North Beach,27.16,27.68,6.54,0.4,1.03,7.68,7.16,48063.39,77.13,Safe
Coral Point,16.12,13.06,1.4,0.11,8.14,7.87,7.28,37478.3,101.34,Safe
Palm Coast,27.57,31.01,5.39,0.44,6.16,7.79,8.34,35883.92,91.61,Safe
Silver Shore,19.16,24.53,2.8,1.0,14.56,7.85,6.3,45458.75,153.86,Moderate Risk
Palm Coast,26.92,29.56,8.41,0.71,7.93,8.07,6.18,49903.18,140.91,Moderate Risk
Blue Bay,24.06,25.68,1.2,0.17,4.2,7.91,8.68,45172.09,2.87,Safe
Palm Coast,20.18,22.71,5.32,0.07,12.6,7.54,6.64,42135.23,92.63,Safe
Palm Coast,22.37,24.26,2.58,0.27,7.82,7.21,5.68,44016.0,74.63,Safe
Blue Bay,26.75,25.7,2.12,0.44,1.62,8.18,6.62,42886.77,115.35,Safe
Coral Point,24.42,25.28,6.31,0.47,4.49,7.52,6.8,34681.32,147.01,Moderate Risk
Coral Point,26.34,30.9,6.97,0.47,1.37,7.43,9.07,33922.97,167.67,Moderate Risk
Palm Coast,31.91,35.87,0.49,0.53,7.27,6.99,8.31,41487.63,131.49,Safe
Blue Bay,17.74,21.25,6.39,0.73,8.03,7.72,8.58,42519.07,114.23,Moderate Risk
Blue Bay,30.47,30.48,3.19,0.37,19.51,7.65,8.18,42073.66,130.2,Safe
Silver Shore,24.42,26.87,3.43,0.22,4.39,7.07,8.34,46394.66,70.37,Safe
Coral Point,20.4,16.87,1.14,0.8,3.7,7.76,6.37,40599.4,48.67,Safe
North Beach,18.68,22.21,5.09,1.01,0.7,7.43,6.96,45659.36,36.93,Safe
Coral Point,23.24,30.53,12.93,0.32,4.39,8.54,6.01,41060.19,171.61,Unsafe
Coral Point,27.69,26.26,2.22,1.97,3.91,7.4,6.95,53851.83,58.72,Safe
Silver Shore,23.49,24.73,7.4,1.48,5.78,7.45,8.02,42524.64,146.74,Moderate Risk
North Beach,30.04,34.03,3.34,0.18,3.79,7.29,7.36,57214.7,155.27,Safe
Silver Shore,18.2,24.95,2.29,0.08,3.8,8.05,8.77,44288.08,52.13,Safe
North Beach,23.95,25.61,0.95,0.46,5.76,7.47,5.83,40611.1,78.11,Safe
Palm Coast,18.99,19.91,8.08,0.65,4.73,7.35,7.8,36153.59,167.27,Moderate Risk
North Beach,25.45,22.55,3.64,1.95,3.72,7.85,5.7,32621.22,125.33,Moderate Risk
Silver Shore,27.55,30.86,2.38,1.91,3.68,7.12,7.31,35555.63,113.5,Safe
Coral Point,22.32,31.44,2.7,0.87,24.2,7.82,8.09,36282.56,144.54,Moderate Risk
North Beach,13.58,17.42,5.36,0.38,3.57,8.22,6.94,44566.33,94.12,Safe
North Beach,24.8,27.73,2.38,1.22,4.16,7.8,7.86,38579.93,58.93,Safe
Blue Bay,25.75,29.71,1.56,0.58,0.48,7.82,6.05,43215.03,90.75,Safe
Coral Point,25.62,28.58,3.09,0.14,12.68,7.9,5.2,50332.86,47.53,Safe
Palm Coast,28.94,29.5,3.02,0.15,1.71,8.2,7.87,41429.25,104.65,Safe
Silver Shore,19.72,25.19,2.97,0.38,8.66,8.02,9.29,55514.52,48.92,Safe
Palm Coast,26.72,30.4,2.41,1.08,0.39,7.75,6.0,34357.23,111.08,Safe
Coral Point,28.77,31.82,7.56,0.2,2.51,7.92,8.67,41021.21,102.75,Moderate Risk
North Beach,16.89,16.96,15.88,0.38,5.06,7.29,7.25,38494.47,158.9,Unsafe
North Beach,25.28,32.19,1.4,1.48,4.67,7.87,5.6,48087.29,110.29,Safe
Coral Point,21.98,26.98,0.4,0.71,2.42,7.25,5.84,27441.35,92.2,Safe
North Beach,23.67,25.02,2.81,0.78,10.41,7.47,7.22,32619.75,94.39,Safe
North Beach,25.39,31.4,0.46,1.11,10.96,6.52,6.71,41302.25,121.6,Safe
North Beach,22.05,23.56,0.86,0.39,8.88,7.74,5.62,52083.96,1.0,Safe
Silver Shore,21.3,21.95,2.25,1.55,3.16,7.37,5.17,43467.97,47.58,Safe
Silver Shore,24.14,24.86,5.34,0.89,6.06,7.99,6.18,33214.94,164.84,Moderate Risk
Blue Bay,19.65,17.34,2.79,0.48,2.76,7.74,7.43,34218.42,70.27,Safe
Palm Coast,19.66,24.07,0.28,1.35,30.46,7.99,7.19,52874.43,100.17,Moderate Risk
Coral Point,26.72,24.22,2.76,0.86,7.05,7.22,6.6,37962.62,74.83,Safe
Coral Point,19.4,18.72,2.92,0.52,3.18,7.96,7.44,35870.74,49.1,Safe
Coral Point,26.67,23.44,2.96,0.8,26.33,8.34,8.45,51602.92,159.62,Moderate Risk
Blue Bay,25.85,28.59,6.85,0.24,3.62,7.87,7.67,48572.13,100.29,Moderate Risk
Silver Shore,17.1,19.65,6.12,1.22,6.8,7.88,7.05,50281.39,141.48,Moderate Risk
Blue Bay,21.29,23.31,3.54,1.93,10.56,7.66,8.31,35824.73,135.02,Moderate Risk
Coral Point,28.78,28.65,11.39,0.1,2.89,7.42,6.05,32086.81,196.71,Moderate Risk
Palm Coast,20.08,19.56,2.25,0.32,2.66,7.87,6.93,42865.58,84.86,Safe
North Beach,22.14,26.54,3.06,0.3,12.2,7.07,6.96,44178.32,125.36,Safe
Silver Shore,25.85,27.2,3.3,0.93,10.55,7.45,5.72,44369.91,158.09,Moderate Risk
Silver Shore,27.13,31.08,0.94,0.63,10.52,6.98,6.7,51608.2,76.85,Safe
Blue Bay,22.99,23.34,3.35,0.36,8.08,7.35,4.71,30730.51,55.01,Safe
Silver Shore,21.61,25.15,0.77,0.42,24.01,7.82,9.49,47588.02,173.29,Safe
Coral Point,29.69,36.6,1.98,0.34,5.56,7.78,6.08,34871.94,82.5,Safe
Coral Point,30.96,35.71,3.66,0.85,2.11,7.62,9.1,47562.28,95.17,Safe
Blue Bay,27.92,29.68,1.09,0.62,1.23,7.66,7.25,38912.78,37.9,Safe
Coral Point,24.34,28.11,4.24,0.4,3.51,6.94,7.88,36709.18,70.67,Safe
Palm Coast,20.77,23.04,1.73,0.34,16.16,7.47,6.61,38035.63,141.27,Safe
Blue Bay,20.68,23.7,2.54,1.36,7.65,7.36,7.45,32603.53,142.87,Moderate Risk
Palm Coast,26.09,28.11,4.76,1.2,2.08,7.37,7.98,42262.79,133.98,Moderate Risk
North Beach,25.67,28.18,3.16,0.85,12.95,7.81,8.0,36977.62,150.6,Moderate Risk
Palm Coast,29.61,33.24,4.17,1.11,1.22,7.3,8.13,47110.94,116.63,Safe
North Beach,26.6,26.62,4.56,0.14,1.68,7.39,6.76,46160.36,88.96,Safe
North Beach,17.99,17.94,3.12,0.2,5.75,6.87,6.62,52973.02,80.03,Safe
Palm Coast,28.21,27.04,4.34,0.17,17.94,7.5,5.29,44381.13,180.54,Moderate Risk
Blue Bay,20.01,18.21,1.95,0.53,7.58,7.22,7.83,45384.41,74.82,Safe
Coral Point,22.46,21.81,4.72,1.14,1.74,7.63,8.5,51100.65,116.83,Safe
Coral Point,25.0,28.48,2.83,0.37,2.14,7.27,9.14,37920.19,46.24,Safe
North Beach,31.98,32.3,7.69,1.25,6.45,7.64,7.57,32326.32,125.61,Moderate Risk
North Beach,36.0,40.54,3.71,0.32,0.86,7.55,6.28,43300.61,68.79,Safe
Blue Bay,26.43,29.53,2.18,0.47,0.99,8.19,5.16,32752.88,38.39,Safe
Silver Shore,23.27,20.36,4.78,0.37,3.99,7.77,8.45,57950.6,126.07,Safe
Palm Coast,26.14,31.1,7.91,0.44,9.39,6.96,5.04,51460.74,98.89,Moderate Risk
North Beach,27.55,32.98,2.34,0.49,9.99,7.16,6.79,56065.85,102.22,Safe
Coral Point,22.72,22.74,2.04,0.08,5.74,7.62,6.93,42405.91,78.89,Safe
Blue Bay,31.18,35.44,0.16,0.7,11.37,7.27,7.12,45578.73,24.27,Safe
Palm Coast,24.92,25.35,3.7,0.48,19.96,6.56,7.24,39013.41,129.34,Moderate Risk
Blue Bay,25.99,29.28,2.62,1.54,3.06,8.07,7.37,47739.01,105.72,Safe
Palm Coast,26.66,25.87,4.76,0.82,0.8,7.85,4.3,34098.97,110.39,Moderate Risk
Palm Coast,25.69,23.31,4.83,0.67,3.5,7.78,7.22,25469.89,95.38,Safe
North Beach,27.36,29.21,0.98,1.48,1.79,7.39,4.52,36860.38,100.19,Safe
Blue Bay,21.53,24.16,6.1,1.38,8.02,7.75,8.08,32539.42,138.13,Moderate Risk
Blue Bay,21.77,23.57,1.81,1.59,1.26,7.35,6.53,51606.52,84.67,Safe
Coral Point,19.6,19.05,2.35,0.34,4.83,7.67,4.61,53801.9,87.43,Safe
Coral Point,25.76,27.56,4.26,0.17,1.79,7.28,6.22,32880.96,114.88,Safe
North Beach,27.12,30.92,1.32,0.08,3.81,8.13,6.52,50396.15,37.56,Safe
North Beach,25.83,28.7,2.06,1.1,5.12,7.05,8.63,48184.0,73.7,Safe
Silver Shore,30.7,34.25,1.21,0.06,9.15,8.03,7.44,31796.45,54.69,Safe
Coral Point,23.98,24.97,6.45,0.63,5.15,7.61,7.61,39463.26,110.22,Moderate Risk
Palm Coast,26.67,33.19,2.51,0.11,2.76,7.43,8.62,38228.94,118.87,Safe
Blue Bay,19.63,19.1,1.11,1.22,10.52,7.66,7.08,46861.97,122.7,Safe
North Beach,22.45,26.91,1.18,0.77,5.43,7.86,8.11,34012.93,38.42,Safe
Blue Bay,26.78,33.33,5.77,1.21,3.07,8.08,8.02,41357.33,98.18,Moderate Risk
Blue Bay,27.4,31.84,1.67,0.64,9.35,7.71,5.66,37541.43,106.36,Safe
Silver Shore,22.82,25.22,2.31,0.22,6.51,7.29,8.97,45076.72,50.1,Safe
Coral Point,23.71,25.13,3.45,0.36,8.68,7.62,5.5,40590.85,76.65,Safe
North Beach,17.93,24.04,2.64,1.02,13.82,8.24,8.3,38520.9,171.28,Moderate Risk
Blue Bay,22.57,21.3,0.57,0.1,1.37,8.07,5.38,40613.57,25.12,Safe
North Beach,27.56,27.65,5.11,0.33,30.6,7.92,7.92,55234.28,224.46,Moderate Risk
Palm Coast,26.3,28.11,2.79,0.29,7.88,7.88,9.43,39290.15,136.13,Safe
Silver Shore,26.0,32.72,4.14,0.49,1.28,7.84,6.94,35233.47,59.76,Safe
Palm Coast,24.2,28.34,5.37,0.84,15.32,8.01,6.89,45792.32,119.42,Moderate Risk
North Beach,24.03,24.12,0.43,1.19,2.43,7.44,7.93,41067.09,58.95,Safe
North Beach,21.36,23.43,5.4,0.13,20.24,7.13,6.8,32800.98,116.76,Moderate Risk
Coral Point,26.8,27.95,14.01,0.23,1.5,7.62,9.38,56504.73,174.62,Moderate Risk
Blue Bay,25.68,26.55,4.45,0.15,4.84,7.31,7.43,39708.89,87.05,Safe
Blue Bay,25.97,31.9,7.77,0.51,10.7,7.23,6.82,39543.85,163.06,Moderate Risk
Palm Coast,21.9,20.78,6.31,0.17,9.48,7.35,6.55,43038.93,176.02,Moderate Risk
